Sort,Isolate Sort,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Exemplar or additional isolate,Virus name(s),Virus name abbreviation(s),Virus isolate designation,Virus GENBANK accession,Genome coverage,Genome composition,Host Source
5163,2,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Sri Lankan cassava mosaic virus,A,Sri Lankan cassava mosaic virus,SLCMV/IN,India/Adivaram/2003/India,DNA-A: AJ579307,Complete genome,ssDNA,plants
5164,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Stachytarpheta leaf curl virus,E,Stachytarpheta leaf curl virus,StaLCuV,China/Hainan 5/2001,DNA-A: AJ495814,Complete genome,ssDNA,plants
5165,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Sunn hemp leaf distortion virus,E,sunn hemp leaf distortion virus,SHLDV,India/Barrackpore 1/2008,DNA-A: FJ455449,Complete genome,ssDNA,plants
5166,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Sweet potato golden vein Korea virus,E,sweet potato golden Korea vein virus,SPGVKRV,South Korea-20102-2012,KT992056,Complete genome,ssDNA,plants
5167,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Sweet potato leaf curl Canary virus,E,sweet potato leaf curl Canary virus,SPLCCV,Spain/Canary Islands/BG25/2002,FJ529203,Complete genome,ssDNA,plants
5168,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Sweet potato leaf curl China virus,E,sweet potato leaf curl China virus,SPLCCNV,China/2005,DNA-A: DQ512731,Complete genome,ssDNA,plants
5169,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Sweet potato leaf curl Georgia virus,E,sweet potato leaf curl Georgia virus,SPLCGV,United States/Georgia/16,DNA-A: AF326775,Complete genome,ssDNA,plants
5170,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Sweet potato leaf curl Guangxi virus,E,sweet potato leaf curl Guangxi virus,SPLCGV,China-Guangxi5-2011,KJ476510,Complete genome,ssDNA,plants
5171,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Sweet potato leaf curl Henan virus,E,sweet potato leaf curl Henan virus,SPLCHnV,China/Henan 10/2012,KC907406,Complete genome,ssDNA,plants
5172,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Sweet potato leaf curl Hubei virus,E,sweet potato leaf curl Hubei virus,SPLCHbV,CN-Hubei22-17,MH577011,Complete genome,ssDNA(+),plants
5173,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Sweet potato leaf curl Sao Paulo virus,E,sweet potato leaf curl Sao Paulo virus,SPLCSPV,Brazil/Sao Paulo/Alvares Machado/2009,HQ393477,Complete genome,ssDNA,plants
5174,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Sweet potato leaf curl Shandong virus,E,sweet potato leaf curl Shandong virus,SPLCSdV,CN-SD-14,KU323597,Complete genome,ssDNA,plants
5175,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Sweet potato leaf curl Sichuan virus 1,E,sweet potato leaf curl Sichuan virus 1,SPLCSiV/1,China/Sichuan 15/2012,KC488316,Complete genome,ssDNA,plants
5176,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Sweet potato leaf curl Sichuan virus 2,E,sweet potato leaf curl Sichuan virus 2,SPLCSiV/2,China/Sichuan 14/2012,KF156759,Complete genome,ssDNA,plants
5177,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Sweet potato leaf curl South Carolina virus,E,sweet potato leaf curl South Carolina virus,SPLCSCV,United States/South Carolina/648/B9/2006,HQ333144,Complete genome,ssDNA,plants
5178,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Sweet potato leaf curl virus,E,sweet potato leaf curl virus,SPLCV/US,United States/Louisiana/1994/United States,DNA-A: AF104036,Complete genome,ssDNA,plants
5179,2,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Sweet potato leaf curl virus,A,sweet potato leaf curl virus,SPLCV/CN,China/Yunnan/RL31/2006/China,DNA-A: EU253456,Complete genome,ssDNA,plants
5180,3,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Sweet potato leaf curl virus,A,sweet potato leaf curl virus,SPLCV,Spain/1998,AJ132548,Complete genome,ssDNA,plants
5181,4,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Sweet potato leaf curl virus,A,sweet potato leaf curl virus,SPLCV/BR,Brazil/Para/Belem1/2008/Brazil,FJ969829,Complete genome,ssDNA,plants
5182,5,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Sweet potato leaf curl virus,A,sweet potato leaf curl virus,SPLCV/Fu,China/Fujian/Fp3/2007/Fujian,FJ515898,Complete genome,ssDNA,plants
5183,6,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Sweet potato leaf curl virus,A,sweet potato leaf curl virus,SPLCV/IT,Italy/Sicily/2002/Italy,DNA-A: AJ586885,Complete genome,ssDNA,plants
5184,7,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Sweet potato leaf curl virus,A,sweet potato leaf curl virus,SPLCV/JP,Japan/Miyazaki/1996/Japan,DNA-A: AB433786,Complete genome,ssDNA,plants
5185,8,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Sweet potato leaf curl virus,A,sweet potato leaf curl virus,SPLCV/PB,Brazil/Paraiba/Souza1/2008/Paraiba,FJ969830,Complete genome,ssDNA,plants
5186,9,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Sweet potato leaf curl virus,A,sweet potato leaf curl virus,SPLCV/PE,Brazil/Rondonia/Porto Velho/2008/Pernambuco,HQ393456,Complete genome,ssDNA,plants
5187,10,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Sweet potato leaf curl virus,A,sweet potato leaf curl virus,SPLCV/PR,Puerto Rico/80/N2/2006/Puerto Rico,DNA-A: DQ644562,Complete genome,ssDNA,plants
5188,11,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Sweet potato leaf curl virus,A,sweet potato leaf curl virus,SPLCV/RO,Brazil/Bahia/Utinga/2008/Rondonia,HQ393447,Complete genome,ssDNA,plants
5189,12,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Sweet potato leaf curl virus,A,sweet potato leaf curl virus,SPLCV/SP,Brazil/Sao Paulo/Alvares Machado/2009/Sao Paulo,HQ393473,Complete genome,ssDNA,plants
5190,13,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Sweet potato leaf curl virus,A,sweet potato leaf curl virus,SPLCV/SC,United States/South Carolina/646/B11/2006/South Carolina,HQ333138,Complete genome,ssDNA,plants
5191,14,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Sweet potato leaf curl virus,A,sweet potato leaf curl virus,SPLCV/ES,Spain/Canary Islands/BG6/2002/Spain,EF456744,Complete genome,ssDNA,plants
5192,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Sweet potato mosaic virus,E,sweet potato mosaic virus,SPMV,Brazil/Brasilia1/2008,FJ969831,Complete genome,ssDNA,plants
5193,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Synedrella yellow vein clearing virus,E,Synedrella yellow vein clearing virus,SyYVCV,India-NCBS_PS_1-2013,DNA-A: KX363443,Complete genome,ssDNA,plants
5194,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Telfairia golden mosaic virus,E,Telfairia golden mosaic virus,TelGMV,Cameroon-BBT20-2014,DNA-A: KT454832,Complete genome,ssDNA,plants
5195,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tobacco curly shoot virus,E,tobacco curly shoot virus,TbCSV,China/Yunnan 41/Tomato/2001,DNA-A: AJ457986,Complete genome,ssDNA,plants
5196,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tobacco leaf curl Comoros virus,E,tobacco leaf curl Comoros virus,TbLCKMV,Comoros/Simboussa/2004,AM701760,Complete genome,ssDNA,plants
5197,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tobacco leaf curl Cuba virus,E,tobacco leaf curl Cuba virus,TbLCCUV,Cuba/VC/2015,DNA-A: KX011471; DNA-B: KX011472,Complete genome,ssDNA,plants
5198,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tobacco leaf curl Dominican Republic virus,E,tobacco leaf curl Dominican Republic virus,TbLCDOV,DO-CG-15,DNA-A: MH514011; DNA-B: MH514012,Complete genome,ssDNA(+),plants
5199,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tobacco leaf curl Pusa virus,E,tobacco leaf curl Pusa virus,TbLCPuV/To,India/Pusa/2009,DNA-A: HQ180391,Complete genome,ssDNA,plants
5200,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tobacco leaf curl Thailand virus,E,tobacco leaf curl Thailand virus,TbLCTHV,Thailand/Tomato/2005,DQ871221,Complete genome,ssDNA,plants
5201,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tobacco leaf curl Yunnan virus,E,tobacco leaf curl Yunnan virus,TbLCYnV/CN,China/Yunnan 136/2002/China,AJ512761,Complete genome,ssDNA,plants
5202,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tobacco leaf curl Zimbabwe virus,E,tobacco leaf curl Zimbabwe virus,TbLCZV,Zimbabwe,AF350330,Complete genome,ssDNA,plants
5203,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tobacco leaf rugose virus,E,tobacco leaf rugose virus,TbLRV,Cuba/Havana/2001,DNA-A: AJ488768,Complete genome,ssDNA,plants
5204,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tobacco mottle leaf curl virus,E,tobacco mottle leaf curl virus,TbMoLCV,Cuba/Sanci Spiritus/2003,FM160943,Complete genome,ssDNA,plants
5205,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tobacco yellow crinkle virus,E,tobacco yellow crinkle virus,TbYCV,Cuba/2007,DNA-A: FJ213931; DNA-B: HQ896204,Complete genome,ssDNA,plants
5206,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tomato bright yellow mosaic virus,E,tomato bright yellow mosaic virus,ToBYMV,Brazil/BA167/2012,DNA-A: KC791690,Complete genome,ssDNA,plants
5207,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tomato bright yellow mottle virus,E,tomato bright yellow mottle virus,ToBYMoV,Brazil/TO167/2008,DNA-A: KC791691,Complete genome,ssDNA,plants
5208,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tomato chino La Paz virus,E,tomato chino La Paz virus,ToChLPV/A,Mexico/Baja La Paz/2002/A,DNA-A: AY339618,Complete genome,ssDNA,plants
5209,2,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tomato chino La Paz virus,A,tomato chino La Paz virus,ToChLPV,Mexico/SLP4/2011,JN676150,Complete genome,ssDNA,plants
5210,3,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tomato chino La Paz virus,A,tomato chino La Paz virus,ToChLPV/A,Mexico/Baja El Carrizal/2002/B,DNA-A: AY339619,Complete genome,ssDNA,plants
5211,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tomato chlorotic leaf curl virus,E,tomato chlorotic leaf curl virus,ToCLCV,BR-Alt1-16,DNA-A: MK558058; DNA-B: MK558059,Complete genome,ssDNA(+),plants
5212,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tomato chlorotic leaf distortion virus,E,tomato chlorotic leaf distortion virus,ToClLDV,Venezuela/Zulia/2004,DNA-A: HQ201952; DNA-B: HQ201953,Complete genome,ssDNA,plants
5213,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tomato chlorotic mottle Guyane virus,E,tomato chlorotic mottle Guyane virus,ToCMoGV,French Guyana-Mon2-GF455-2009,DNA-A: KR263181; DNA-B: KR263172,Complete genome,ssDNA,plants
5214,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tomato chlorotic mottle virus,E,tomato chlorotic mottle virus,ToCMoV/BA,Brazil/Seabra 1/1996/Bahia,DNA-A: AF490004; DNA-B: AF491306,Complete genome,ssDNA,plants
5215,2,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tomato chlorotic mottle virus,A,tomato chlorotic mottle virus,ToCMoV,Brazil/Florestal 211/2008,DNA-A: KC706561,Complete genome,ssDNA,plants
5216,3,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tomato chlorotic mottle virus,A,tomato chlorotic mottle virus,ToCMoV/MG,Brazil/Betim 1/1996/Minas Gerais,DNA-A: AY090557,Complete genome,ssDNA,plants
5217,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tomato common mosaic virus,E,tomato common mosaic virus,ToCmMV,Brazil/Coimbra 22/2007,DNA-A: EU710754; DNA-B: EU710755,Complete genome,ssDNA,plants
5218,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tomato curly stunt virus,E,tomato curly stunt virus,ToCSV,South Africa/Onderberg/1998,DNA-A: AF261885,Complete genome,ssDNA,plants
5219,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tomato dwarf leaf virus,E,tomato dwarf leaf virus,ToDfLV,Argentin/Pichanal 397/2008,DNA-A: JN564749; DNA-B: JN564750,Complete genome,ssDNA,plants
5220,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tomato enation leaf curl virus,E,tomato enation leaf curl virus,ToELCV,India-TC14-2008,DNA-A: KP195260,Complete genome,ssDNA,plants
5221,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tomato golden leaf distortion virus,E,tomato golden leaf distortion virus,ToGLDV,Brazil/TO45/2007,DNA-A: HM357456,Complete genome,ssDNA,plants
5222,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tomato golden leaf spot virus,E,tomato golden leaf spot virus,ToGLSV,Uruguay-TO83-Araguaina-2013,DNA-A: KC626021,Complete genome,ssDNA,plants
5223,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tomato golden mosaic virus,E,tomato golden mosaic virus,TGMV,Brazil/Common/1984,DNA-A: K02029; DNA-B: K02030,Complete genome,ssDNA,plants
5224,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tomato golden mottle virus,E,tomato golden mottle virus,ToGMoV,Mexico/San Luiz Potosi/2005,DNA-A: DQ520943; DNA-B: DQ406674,Complete genome,ssDNA,plants
5225,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tomato golden vein virus,E,tomato golden vein virus,TGVV,Brazil/Ita1220/2003,DNA-A: JF803254; DNA-B: JF803265,Complete genome,ssDNA,plants
5226,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tomato interveinal chlorosis virus,E,tomato interveinal chlorosis virus,ToICV,Brazil/Pernambuco/Mdc2681/2004,DNA-A: JF803252,Complete genome,ssDNA,plants
5227,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tomato latent virus,E,tomato latent virus,ToLV,Cuba-T2+-2011,KM926624,Complete genome,ssDNA,plants
5228,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tomato leaf curl Anjouan virus,E,tomato leaf curl Anjouan virus,ToLCAnV,Comoros/Ouani/2004,AM701758,Complete genome,ssDNA,plants
5229,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tomato leaf curl Arusha virus,E,tomato leaf curl Arusha virus,ToLCArV,Tanzania/Kilimandjaro/2005,DNA-A: EF194760,Complete genome,ssDNA,plants
5230,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tomato leaf curl Bangalore virus,E,tomato leaf curl Bangalore virus,ToLCBaV/A,India/Bangalore 1/A,Z48182,Complete genome,ssDNA,plants
5231,2,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tomato leaf curl Bangalore virus,A,tomato leaf curl Bangalore virus,ToLCBaV,India/Hessaraghatta/TC265/2010,DNA-A: KF663698,Complete genome,ssDNA,plants
5232,3,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tomato leaf curl Bangalore virus,A,tomato leaf curl Bangalore virus,ToLCBaV/B,India/Bangalore 5/B,DNA-A: AF295401,Complete genome,ssDNA,plants
5233,4,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tomato leaf curl Bangalore virus,A,tomato leaf curl Bangalore virus,ToLCBaV/C,India/Bangalore 4/1997/C,DNA-A: AF165098,Complete genome,ssDNA,plants
5234,5,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tomato leaf curl Bangalore virus,A,tomato leaf curl Bangalore virus,ToLCBaV/D,India/Kerala II/2005/D,DNA-A: DQ852623,Complete genome,ssDNA,plants
5235,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tomato leaf curl Bangladesh virus,E,tomato leaf curl Bangladesh virus,ToLCBV,Bangladesh/BD2,AF188481,Complete genome,ssDNA,plants
5236,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tomato leaf curl Burkina Faso virus,E,tomato leaf curl Burkina Faso virus,TLCBFV,Burkina Faso-Loumbila-Tomate51B1-2013,KX853168,Complete genome,ssDNA,plants
5237,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tomato leaf curl Cebu virus,E,tomato leaf curl Cebu virus,ToLCCeV,Philippines/Cebu P134/2007,DNA-A: EU487042,Complete genome,ssDNA,plants
5238,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tomato leaf curl China virus,E,tomato leaf curl China virus,ToLCCNV/BS,China/Guangxi 32/2002/Baise,DNA-A: AJ558118,Complete genome,ssDNA,plants
5239,2,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tomato leaf curl China virus,A,tomato leaf curl China virus,ToLCCNV,China/Guangxi/Tobacco/JX/2/2010,JF681158,Complete genome,ssDNA,plants
5240,3,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tomato leaf curl China virus,A,tomato leaf curl China virus,ToLCCNV/NN1,China/Guangxi 18/2002/Nanning1,DNA-A: AJ558119,Complete genome,ssDNA,plants
5241,4,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tomato leaf curl China virus,A,tomato leaf curl China virus,ToLCCNV/NN2,China/Guangxi 63/2003/Nanning2,DNA-A: AJ704603,Complete genome,ssDNA,plants
5242,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tomato leaf curl Comoros virus,E,tomato leaf curl Comoros virus,ToLCKMV,Mayotte/Kahani/2003,AJ865340,Complete genome,ssDNA,plants
5243,2,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tomato leaf curl Comoros virus,A,tomato leaf curl Comoros virus,ToLCKMV/MG,Madagascar/Dimadjou/2006/Madagascar,AM701761,Complete genome,ssDNA,plants
5244,1,Monodnaviria,NA,Shotokuvirae,NA,Cressdnaviricota,NA,Repensiviricetes,NA,Geplafuvirales,NA,Geminiviridae,NA,Begomovirus,NA,Tomato leaf curl Diana virus,E,tomato leaf curl Diana virus,ToLCDiV,Madagascar/Namakely/2001,AM701765,Complete genome,ssDNA,plants
